"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.868984754E1,6.157578900E-3,1.319600493E-1,-4.334321618E-2
1.869987154E1,1.322001591E-2,1.175931022E-1,-3.558143228E-2
1.870989454E1,1.399945840E-2,1.152565256E-1,-2.569150552E-2
1.871991754E1,2.063738741E-2,1.091352478E-1,-1.659201644E-2
1.872994054E1,3.167305887E-2,8.340317011E-2,-1.504739560E-2
1.873996454E1,3.673546016E-2,4.816208780E-2,-1.976411976E-2
1.874998754E1,4.167548195E-2,1.278277300E-2,-1.965999231E-2
1.876001054E1,4.206377268E-2,-3.990763798E-4,-1.248250622E-2
1.877003354E1,3.740923852E-2,-1.030178182E-2,-7.024816237E-3
1.878005754E1,2.390301786E-2,-2.387351729E-2,-2.129127737E-3
1.879008054E1,4.956819117E-3,-2.624653652E-2,1.168402191E-2
1.880010354E1,-1.621584408E-2,-1.810179278E-2,2.294679731E-2
1.881012654E1,-2.689584717E-2,5.858931690E-3,2.415031567E-2
1.882015054E1,-2.441511303E-2,2.276121639E-2,7.677333429E-3
1.883017354E1,-2.321655303E-2,1.951822080E-2,-4.556211177E-3
1.884019654E1,-2.069054544E-2,6.270859390E-3,-2.379077021E-3
1.885021954E1,-3.323137760E-2,1.437503938E-2,5.925675388E-3
1.886024354E1,-3.892814368E-2,3.448510170E-2,8.698025718E-3
1.887026654E1,-3.959759697E-2,5.069331080E-2,7.692065090E-3
1.888028954E1,-3.625000268E-2,6.086951494E-2,8.203924634E-3
1.889031254E1,-3.316159546E-2,7.532801479E-2,8.003911003E-3
1.890033654E1,-3.258608654E-2,8.166580647E-2,7.077663206E-3
1.891035954E1,-3.971970081E-2,7.515216619E-2,7.335104980E-3
1.892038254E1,-5.456496030E-2,6.848041713E-2,1.265024208E-2
1.893040554E1,-6.182707101E-2,4.905251414E-2,1.048256177E-2
1.894042954E1,-7.192524523E-2,3.641128540E-2,9.056438692E-3
1.895045254E1,-8.243945986E-2,2.608670294E-2,1.168649271E-2
1.896047554E1,-8.138272166E-2,2.420278266E-2,2.103338949E-2
1.897049854E1,-7.099313289E-2,2.906053700E-2,3.535699472E-2
1.898052254E1,-5.946537107E-2,3.761620820E-2,5.418847501E-2
1.899054554E1,-4.456233233E-2,6.175794825E-2,7.096100599E-2
1.900056854E1,-1.747105829E-2,8.891766518E-2,7.827857882E-2
1.901059154E1,1.145406440E-2,9.345939010E-2,8.279377967E-2
1.902061554E1,2.555816621E-2,8.814984560E-2,8.414213359E-2
1.903063854E1,3.172291815E-2,7.441988587E-2,8.542455733E-2
1.904066154E1,4.670825973E-2,5.247996375E-2,7.059927285E-2
1.905068454E1,6.119319052E-2,3.961497545E-2,5.364440009E-2
1.906070854E1,6.611577421E-2,3.954253718E-2,3.706356138E-2
1.907073154E1,5.834586173E-2,4.045021161E-2,2.469775267E-2
1.908075454E1,4.907247052E-2,2.821458504E-2,1.371247973E-2
1.909077754E1,3.413674608E-2,1.040530484E-2,9.938401636E-4
1.910080154E1,1.074726507E-2,-4.156061448E-3,-1.490816101E-2
1.911082454E1,-1.213787310E-2,-1.575401239E-2,-2.388333902E-2
1.912084754E1,-2.882017940E-2,-3.056571633E-2,-2.445192635E-2
1.913087054E1,-2.929050103E-2,-4.082033038E-2,-2.890763618E-2
1.914089454E1,-1.893506758E-2,-5.499687046E-2,-3.255084157E-2
1.915091754E1,-9.928848594E-3,-6.432148814E-2,-4.351741076E-2
1.916094054E1,-2.990514971E-3,-7.150882483E-2,-3.855141252E-2
1.917096354E1,-1.161782630E-2,-6.127456576E-2,-4.231659323E-2
1.918098754E1,-3.183334693E-2,-5.351438373E-2,-4.342073947E-2
1.919101054E1,-5.744976550E-2,-3.301096708E-2,-4.599228501E-2
1.920103354E1,-8.038943261E-2,-3.406371921E-2,-4.579334706E-2
1.921105654E1,-9.242638201E-2,-5.629786104E-2,-3.896781057E-2
1.922108054E1,-9.323784709E-2,-8.733380586E-2,-3.727537021E-2
1.923110354E1,-9.262573719E-2,-9.712895751E-2,-3.301823512E-2
1.924112654E1,-7.956479490E-2,-8.276972920E-2,-1.899296790E-2
1.925114954E1,-6.634006649E-2,-5.388931930E-2,-6.689500995E-3
1.926117354E1,-4.549976438E-2,-1.705513708E-2,6.767451763E-3
1.927119654E1,-2.658645064E-2,1.811385155E-2,2.103142813E-2
1.928121954E1,-1.112783793E-3,4.353665188E-2,2.381816134E-2
1.929124254E1,1.830019429E-2,4.606061801E-2,2.661019191E-2
1.930126554E1,2.989426441E-2,2.325597033E-2,2.774310112E-2
1.931128954E1,3.946459666E-2,6.146198139E-3,2.974986658E-2
1.932131254E1,4.163720459E-2,-4.221220501E-3,2.644674666E-2
1.933133554E1,3.237013891E-2,1.291876659E-3,1.965489984E-2
1.934135954E1,3.485060483E-2,-2.395004034E-3,1.635258086E-2
1.935138254E1,4.044736922E-2,-8.299701847E-3,1.735663973E-2
1.936140554E1,5.467237532E-2,-1.066911593E-2,2.074791119E-2
1.937142854E1,6.762872636E-2,-7.560677826E-3,2.143291011E-2
1.938145154E1,7.896100730E-2,-5.157440901E-3,2.129922062E-2
1.939147554E1,7.938850671E-2,-4.384175874E-3,1.938446797E-2
1.940149896E1,7.463982701E-2,2.542973496E-3,1.432392932E-2
1.941152196E1,7.204278558E-2,7.619752549E-3,1.289278362E-2
1.942154496E1,6.708930433E-2,5.092413165E-3,1.320969965E-2
1.943156896E1,5.640542880E-2,4.462047480E-3,1.509704441E-2
1.944159196E1,4.244993255E-2,4.417304881E-3,1.171083562E-2
1.945161496E1,2.599752322E-2,-2.562366426E-3,1.987816300E-3
1.946163796E1,1.546392310E-2,-9.288978763E-3,-1.114023663E-2
1.947166196E1,4.395827185E-3,-2.191393077E-2,-2.769079059E-2
1.948168496E1,-1.574059948E-2,-4.164103046E-2,-2.744444832E-2
1.949170796E1,-4.700977728E-2,-5.947553739E-2,-1.365107764E-2
1.950173096E1,-7.160326838E-2,-6.273125112E-2,-5.177963525E-3
1.951175496E1,-8.818025142E-2,-6.901725382E-2,-5.763689987E-3
1.952177796E1,-8.702230453E-2,-6.069328263E-2,-8.456145413E-3
1.953180096E1,-8.243115246E-2,-4.939020425E-2,-8.499844931E-3
1.954182396E1,-7.645501941E-2,-4.500903562E-2,-1.082345378E-2
1.955184796E1,-7.329937071E-2,-4.789161682E-2,-6.846590899E-3
1.956187096E1,-7.318485528E-2,-4.851932079E-2,-1.928531332E-3
1.957189396E1,-7.246587425E-2,-4.024387151E-2,-9.881565347E-6
1.958191696E1,-6.518612057E-2,-2.546252683E-2,-4.987063352E-3
1.959194096E1,-5.448820442E-2,-2.353066951E-2,-1.444687787E-2
1.960196396E1,-4.164777324E-2,-2.912144363E-2,-1.955961436E-2
1.961198696E1,-3.839311749E-2,-4.959411919E-2,-1.548739895E-2
1.962200996E1,-3.835210204E-2,-6.938806176E-2,-1.883712225E-2
1.963203396E1,-3.755528480E-2,-7.994802296E-2,-3.311219811E-2
1.964205696E1,-2.905900404E-2,-7.776689529E-2,-4.572306573E-2
1.965207996E1,-2.766191214E-2,-6.439628452E-2,-4.704491422E-2
1.966210296E1,-2.249245159E-2,-6.339494139E-2,-4.630854726E-2
1.967212696E1,-8.934025653E-3,-7.118114084E-2,-5.268224329E-2
1.968214996E1,1.193904318E-4,-7.746859640E-2,-5.584235117E-2
1.969217296E1,1.682818308E-2,-6.534963846E-2,-5.340183154E-2
1.970219596E1,4.235591739E-2,-3.732998669E-2,-4.985556751E-2
1.971221996E1,7.675564289E-2,-6.807297468E-3,-5.208197981E-2
1.972224296E1,9.614185989E-2,1.494433731E-2,-4.802625254E-2
1.973226596E1,1.091579273E-1,3.385236487E-2,-3.712549806E-2
1.974228896E1,1.241571158E-1,4.377956316E-2,-2.729470469E-2
1.975231296E1,1.398333460E-1,6.443498284E-2,-1.618860848E-2
1.976233596E1,1.466662139E-1,7.261275500E-2,-2.453621710E-3
1.977235896E1,1.514907181E-1,7.766584307E-2,4.451651592E-3
1.978238196E1,1.451145858E-1,7.996042073E-2,1.620418206E-2
1.979240596E1,1.325872838E-1,7.617861032E-2,2.702553757E-2
1.980242896E1,1.127371490E-1,7.318361849E-2,3.106209077E-2
1.981245196E1,9.471067041E-2,6.655450910E-2,3.306920826E-2
1.982247496E1,7.301975787E-2,4.947405681E-2,2.803369984E-2
1.983249896E1,5.002916232E-2,1.801880635E-2,1.917376369E-2
1.984252196E1,2.488013171E-2,-8.527051657E-3,5.386046600E-3
1.985254496E1,2.846136224E-3,-2.903013676E-2,-9.520646185E-3
1.986256796E1,-1.283615455E-2,-5.686390027E-2,-2.385537699E-2
1.987259196E1,-1.295160316E-2,-7.849024236E-2,-3.169289231E-2
1.988261496E1,6.385073066E-4,-8.878282458E-2,-3.591053933E-2
1.989263796E1,3.806310520E-2,-9.293824434E-2,-3.736893460E-2
1.990266096E1,9.568671882E-2,-8.643932641E-2,-4.221801832E-2
1.991268496E1,1.546545029E-1,-5.797629803E-2,-4.516949132E-2
1.992270796E1,2.058258057E-1,-2.325826511E-2,-4.497135431E-2
1.993273096E1,2.344875485E-1,-7.028371561E-3,-4.808393121E-2
1.994275396E1,2.525693476E-1,5.257856101E-3,-4.410410672E-2
1.995277796E1,2.587605119E-1,1.399287675E-2,-3.819943964E-2
1.996280096E1,2.834190130E-1,2.093200758E-2,-3.833393008E-2
1.997282396E1,3.184498250E-1,3.463451192E-2,-5.321388319E-2
1.998284696E1,3.403055966E-1,4.802035913E-2,-6.253974140E-2
1.999287096E1,3.507319689E-1,6.106578931E-2,-6.496992707E-2
2.000289396E1,3.487069011E-1,5.614427105E-2,-6.698673964E-2
2.001291696E1,3.342895210E-1,2.985561080E-2,-7.409768552E-2
2.002293996E1,3.145341873E-1,6.119122729E-3,-7.672063261E-2
2.003296396E1,2.809802890E-1,-1.590054296E-2,-8.432417363E-2
2.004298696E1,2.328665555E-1,-2.557633817E-2,-9.125984460E-2
2.005300996E1,1.773537695E-1,-4.905048013E-2,-9.443280101E-2
2.006303296E1,1.055991426E-1,-7.367645949E-2,-9.861502796E-2
2.007305696E1,3.064187244E-2,-1.163971946E-1,-1.063132286E-1
2.008307996E1,-5.104872957E-2,-1.770935804E-1,-1.183011830E-1
2.009310296E1,-1.178196371E-1,-2.234518975E-1,-1.211191639E-1
2.010312596E1,-1.506494880E-1,-2.285491824E-1,-1.068097353E-1
2.011314996E1,-1.473978162E-1,-1.995530277E-1,-1.018109918E-1
2.012317296E1,-1.134632975E-1,-1.609198749E-1,-9.383536130E-2
2.013319596E1,-6.067325920E-2,-1.263826042E-1,-7.971154153E-2
2.014321896E1,1.786652720E-3,-9.977255762E-2,-6.075169891E-2
2.015324296E1,6.573334336E-2,-7.652758062E-2,-4.468410462E-2
2.016326596E1,1.220402941E-1,-6.048549712E-2,-3.803765401E-2
2.017328896E1,1.685082614E-1,-4.745843634E-2,-2.302709781E-2
2.018331196E1,2.112240344E-1,-3.388297185E-2,5.939838476E-3
2.019333596E1,2.651375234E-1,-1.822123863E-2,3.683820739E-2
2.020335896E1,3.205257058E-1,-6.582693197E-3,5.087413266E-2
2.021338196E1,3.632890582E-1,8.455663919E-4,4.757427052E-2
2.022340496E1,3.887571692E-1,-2.308772877E-2,4.332653061E-2
2.023342896E1,4.216405153E-1,-7.131574303E-2,2.576811239E-2
2.024345196E1,4.576557577E-1,-1.134711802E-1,7.050884888E-3
2.025347496E1,4.852803051E-1,-1.081323773E-1,-3.556757420E-2
2.026349796E1,5.193101168E-1,-8.004587889E-2,-9.131632000E-2
2.027352196E1,5.830595493E-1,-6.024045497E-2,-1.545308232E-1
2.028354496E1,6.620046496E-1,-5.360971391E-2,-2.055354118E-1
2.029356796E1,7.496232986E-1,-6.028454378E-2,-2.434051335E-1
2.030359096E1,8.228157163E-1,-7.669041306E-2,-2.700380683E-1
2.031361496E1,8.755059838E-1,-1.100146398E-1,-2.987807393E-1
2.032363796E1,9.096165895E-1,-1.357546300E-1,-3.355270326E-1
2.033366096E1,9.190723300E-1,-1.537005752E-1,-3.697141409E-1
2.034368396E1,9.185231924E-1,-1.833370328E-1,-3.854244053E-1
2.035370796E1,9.203591943E-1,-2.310947925E-1,-3.840839267E-1
2.036373096E1,9.150395393E-1,-2.638269067E-1,-3.794116974E-1
2.037375396E1,8.681863546E-1,-2.556490898E-1,-3.838537633E-1
2.038377696E1,8.014030457E-1,-2.260510027E-1,-3.864013553E-1
2.039380096E1,7.293368578E-1,-2.038774937E-1,-3.853427768E-1
2.040382429E1,6.685187817E-1,-1.996302903E-1,-3.885414898E-1
2.041384729E1,6.192049980E-1,-2.125077546E-1,-3.904384375E-1
2.042387029E1,5.748023987E-1,-2.378075272E-1,-4.011549950E-1
2.043389429E1,5.443779826E-1,-2.701566815E-1,-3.981474340E-1
2.044391729E1,5.055826306E-1,-2.821278572E-1,-3.781625330E-1
2.045394029E1,4.700564444E-1,-2.737800479E-1,-3.543103039E-1
2.046396329E1,4.444704056E-1,-2.409536690E-1,-3.259916008E-1
2.047398729E1,4.375169873E-1,-1.687036455E-1,-3.027321696E-1
2.048401029E1,4.193329215E-1,-8.876167238E-2,-2.768931389E-1
2.049403329E1,4.057859182E-1,1.469923183E-3,-2.523499131E-1
2.050405629E1,3.847216368E-1,8.091974258E-2,-2.147833407E-1
2.051408029E1,3.653958142E-1,1.326089203E-1,-1.732433736E-1
2.052410329E1,3.458330333E-1,1.705110222E-1,-1.374744475E-1
2.053412629E1,3.210166395E-1,2.123246342E-1,-1.093163416E-1
2.054414929E1,2.982205153E-1,2.518776357E-1,-7.033804804E-2
2.055417329E1,2.907950878E-1,2.587684691E-1,-2.132394724E-2
2.056419629E1,2.883681357E-1,2.264941633E-1,2.235349268E-2
2.057421929E1,2.785663307E-1,1.780734509E-1,5.691228062E-2
2.058424229E1,2.662593126E-1,1.321091652E-1,7.841651142E-2
2.059426629E1,2.571822107E-1,9.094116837E-2,9.041712433E-2
2.060428929E1,2.543094456E-1,5.388993397E-2,1.072728038E-1
2.061431229E1,2.738352716E-1,3.281389177E-2,1.279164702E-1
2.062433629E1,2.851683497E-1,1.967092417E-2,1.234082729E-1
2.063435929E1,2.581011951E-1,3.688196093E-2,1.019311845E-1
2.064438229E1,2.048326284E-1,6.111432612E-2,7.049017400E-2
2.065440529E1,1.462313235E-1,9.695697576E-2,4.689129069E-2
2.066442929E1,8.653070778E-2,1.252136379E-1,2.719508484E-2
2.067445229E1,3.610807285E-2,1.440952867E-1,-7.160820067E-3
2.068447529E1,-1.133294590E-2,1.517867595E-1,-4.659264907E-2
2.069449829E1,-5.780676007E-2,1.518830955E-1,-8.206596971E-2
2.070452229E1,-1.015710160E-1,1.233294830E-1,-1.047523692E-1
2.071454529E1,-1.344438195E-1,8.475132287E-2,-1.122031510E-1
2.072456829E1,-1.640307307E-1,5.806165189E-2,-1.186461374E-1
2.073459129E1,-2.061885893E-1,6.345779449E-2,-1.107556745E-1
2.074461529E1,-2.582334280E-1,9.644503891E-2,-9.715411812E-2
2.075463829E1,-2.898198962E-1,1.107339486E-1,-8.392208815E-2
2.076466129E1,-3.010144830E-1,1.071362868E-1,-6.109613925E-2
2.077468429E1,-3.131608367E-1,1.169186160E-1,-3.817628697E-2
2.078470829E1,-3.438702822E-1,1.412423253E-1,-1.810510457E-2
2.079473129E1,-3.818332255E-1,1.605252326E-1,2.609228948E-3
2.080475429E1,-4.187465012E-1,1.561749578E-1,2.151474170E-2
2.081477729E1,-4.344443083E-1,1.281779557E-1,4.322772473E-2
2.082480129E1,-4.271826744E-1,7.964611053E-2,6.422195584E-2
2.083482429E1,-3.940418959E-1,3.582846373E-2,7.817088813E-2
2.084484729E1,-3.520539701E-1,1.045706030E-2,8.196642995E-2
2.085487029E1,-3.079032898E-1,6.471934728E-3,8.050401509E-2
2.086489429E1,-2.563029528E-1,2.418408543E-2,8.338768780E-2
2.087491729E1,-1.817381084E-1,6.196895614E-2,9.117521346E-2
2.088494029E1,-9.110087156E-2,9.146426618E-2,9.699608386E-2
2.089496329E1,6.092921365E-3,1.080678329E-1,1.027229279E-1
2.090498729E1,9.232208133E-2,1.188118234E-1,1.057898253E-1
2.091501029E1,1.603952050E-1,1.379532516E-1,9.673145413E-2
2.092503329E1,2.366468459E-1,1.671542823E-1,9.207731485E-2
2.093505629E1,3.117343485E-1,1.800132394E-1,1.024014577E-1
2.094508029E1,3.832351565E-1,1.792691499E-1,1.150317714E-1
2.095510329E1,4.380822778E-1,1.715382636E-1,1.116161868E-1
2.096512629E1,4.644688666E-1,1.773527414E-1,9.253863245E-2
2.097514929E1,4.591426849E-1,1.888398230E-1,6.126997620E-2
2.098517329E1,4.185015261E-1,1.934497505E-1,2.524645999E-2
2.099519629E1,3.597867191E-1,1.699461192E-1,-2.651737537E-3
2.100521929E1,2.760944963E-1,1.556630433E-1,-1.739047095E-2
2.101524229E1,1.866250783E-1,1.373043358E-1,-1.505715307E-2
2.102526629E1,1.003181562E-1,9.941235185E-2,-1.581588760E-2
2.103528929E1,2.121108770E-2,5.743134767E-2,-8.501515724E-3
2.104531229E1,-4.588752240E-2,7.369779050E-3,-6.423717365E-3
2.105533529E1,-9.299743921E-2,-3.374200314E-2,-1.163434982E-2
2.106535929E1,-1.132742167E-1,-4.690308124E-2,-1.667118631E-2
2.107538229E1,-1.108990088E-1,-9.371596389E-3,-1.952235401E-2
2.108540529E1,-7.133482397E-2,5.671447888E-2,-3.231032193E-2
2.109542829E1,-5.415991414E-3,1.129782870E-1,-4.016984254E-2
2.110545229E1,5.969084054E-2,1.544197351E-1,-3.761240840E-2
2.111547529E1,1.261581331E-1,1.899201125E-1,-2.822188474E-2
2.112549829E1,1.743171364E-1,2.065342367E-1,-1.676763035E-2
2.113552129E1,1.879943609E-1,2.103692144E-1,-1.512232795E-2
2.114554529E1,1.541338563E-1,1.863320619E-1,-6.354934536E-3
2.115556829E1,8.476649225E-2,1.488681883E-1,4.766449332E-3
2.116559129E1,2.108658478E-2,9.958907217E-2,2.051984705E-2
2.117561429E1,-2.300091833E-2,4.478482902E-2,2.681242302E-2
2.118563829E1,-5.021895468E-2,6.691236049E-3,2.552132308E-2
2.119566129E1,-6.362397224E-2,-1.603322290E-2,2.736735344E-2
2.120568429E1,-5.664249882E-2,-2.218326181E-2,2.689410932E-2
2.121570729E1,-4.545488954E-2,-1.781929098E-2,2.574862540E-2
2.122573129E1,-3.368398175E-2,-5.729338154E-3,2.749832161E-2
2.123575429E1,-1.855138876E-2,1.205665618E-2,3.527152911E-2
2.124577729E1,-3.082021140E-4,1.989194378E-2,3.291570023E-2
2.125580029E1,2.252569236E-2,6.960683502E-3,1.987564005E-2
2.126582429E1,5.101805553E-2,-1.386195421E-3,6.473814137E-3
2.127584729E1,8.223962039E-2,-2.167383209E-3,-4.479549360E-3
2.128587029E1,1.215382889E-1,-4.737599753E-3,-1.872959174E-2
2.129589329E1,1.579317003E-1,5.818104371E-3,-2.610228769E-2
2.130591729E1,1.770737171E-1,3.121214546E-2,-3.074603900E-2
2.131594029E1,1.912015378E-1,6.411084533E-2,-2.961749211E-2
2.132596329E1,1.958213151E-1,8.906573057E-2,-1.412508171E-2
2.133598629E1,1.862222850E-1,9.537893534E-2,3.318610135E-3
2.134601029E1,1.624775380E-1,9.205850214E-2,3.777858242E-2
2.135603329E1,1.219197214E-1,7.433670759E-2,5.915804952E-2
2.136605629E1,7.229571044E-2,4.373698682E-2,7.722227275E-2
2.137607929E1,2.358122543E-2,1.242150459E-2,8.507560939E-2
2.138610329E1,-8.168715052E-3,-9.785529226E-3,9.068742394E-2
2.139612617E1,-1.377027109E-2,-3.379375488E-2,9.109571576E-2
2.140614917E1,-4.029758740E-3,-3.931235522E-2,8.794571459E-2
2.141617217E1,1.177371666E-2,-3.623440117E-2,8.843218535E-2
2.142619617E1,3.599436581E-2,-1.266009826E-2,9.499927610E-2
2.143621917E1,6.201684102E-2,1.449402701E-2,1.053264365E-1
2.144624217E1,8.506463468E-2,3.298355639E-2,1.087145135E-1
2.145626517E1,8.489830047E-2,2.573838085E-2,1.035970598E-1
2.146628917E1,7.733333111E-2,3.927890211E-3,9.481768310E-2
2.147631217E1,6.165231764E-2,-2.026486769E-2,9.201788902E-2
2.148633517E1,4.266770929E-2,-4.493266344E-2,9.710239619E-2
2.149635817E1,3.553063422E-2,-9.618726373E-2,9.546143562E-2
2.150638217E1,3.765583783E-2,-1.310373992E-1,8.172485232E-2
2.151640517E1,3.738000244E-2,-1.617293507E-1,5.903737620E-2
2.152642817E1,4.127806798E-2,-1.859910190E-1,4.426375404E-2
2.153645217E1,4.679327458E-2,-2.098737955E-1,2.603174187E-2
2.154647517E1,6.388091296E-2,-2.173737884E-1,1.096810400E-2
2.155649817E1,9.702535719E-2,-1.986405849E-1,-1.154089719E-2
2.156652117E1,1.301598698E-1,-1.500592083E-1,-1.854767464E-2
2.157654517E1,1.600993276E-1,-8.824882656E-2,-1.727472059E-2
2.158656817E1,1.792221516E-1,-3.463406861E-2,-9.211998433E-3
2.159659117E1,1.838788390E-1,1.131367963E-2,2.106847474E-3
2.160661417E1,1.801759750E-1,4.145533592E-2,1.406470686E-2
2.161663817E1,1.667617708E-1,4.986627772E-2,2.072883211E-2
2.162666117E1,1.449355632E-1,3.490890190E-2,2.785971202E-2
2.163668417E1,1.077102870E-1,1.221986953E-2,3.469936550E-2
2.164670717E1,6.563234329E-2,-1.176029723E-2,4.720556736E-2
2.165673117E1,2.966188639E-2,-3.124729171E-2,4.789378867E-2
2.166675417E1,6.011950783E-3,-4.640520737E-2,4.471770301E-2
2.167677717E1,-2.243638039E-3,-5.986811221E-2,4.564321414E-2
2.168680017E1,-2.513948828E-3,-7.738904655E-2,4.098614305E-2
2.169682417E1,1.864741789E-3,-4.383753240E-2,4.360520095E-2
2.170684717E1,7.294927258E-3,2.538486384E-3,4.623933509E-2
2.171687017E1,8.485706523E-3,2.072182670E-2,4.124652594E-2
2.172689317E1,-7.103106007E-3,1.993832737E-2,4.256905243E-2
2.173691717E1,-2.185129747E-2,-1.548751071E-2,4.127160832E-2
2.174694017E1,-3.429491818E-2,-6.519833952E-2,2.732570097E-2
2.175696317E1,-4.146827012E-2,-1.139875129E-1,1.094880793E-2
2.176698617E1,-3.759416938E-2,-1.498935819E-1,-3.355029738E-3
2.177701017E1,-2.635736018E-2,-1.712096184E-1,-1.816910505E-2
2.178703317E1,-9.639630094E-3,-1.628741920E-1,-2.656791545E-2
2.179705617E1,9.499438107E-3,-1.358261108E-1,-3.042269684E-2
2.180707917E1,3.486365080E-2,-1.146654338E-1,-2.693022601E-2
2.181710317E1,5.843994394E-2,-1.146914661E-1,-1.486339699E-2
2.182712617E1,7.841045409E-2,-1.190137789E-1,3.722272348E-3
2.183714917E1,7.863829285E-2,-1.270958036E-1,2.006272599E-2
2.184717217E1,7.841432095E-2,-1.280659884E-1,2.850601077E-2
2.185719617E1,6.909307092E-2,-1.076868102E-1,3.664217517E-2
2.186721917E1,6.373958290E-2,-9.624986351E-2,4.296052456E-2
2.187724217E1,6.294594705E-2,-8.703093976E-2,4.683845118E-2
2.188726517E1,7.492085546E-2,-7.415428758E-2,5.309288576E-2
2.189728917E1,8.644102514E-2,-4.331399500E-2,6.934133917E-2
2.190731217E1,1.021827012E-1,-5.509623326E-3,7.818888873E-2
2.191733517E1,1.189343110E-1,3.289967775E-2,9.209791571E-2
2.192735817E1,1.319630295E-1,6.607174128E-2,1.037162244E-1
2.193738217E1,1.387764663E-1,7.349959761E-2,1.155586988E-1
2.194740517E1,1.336330920E-1,5.118602887E-2,1.198927239E-1
2.195742817E1,1.128299534E-1,1.950686984E-2,1.122805625E-1
2.196745117E1,8.369417489E-2,-1.118781045E-3,8.859973401E-2
2.197747517E1,4.725500196E-2,-2.443857305E-2,7.245563716E-2
2.198749817E1,2.089823037E-2,-3.305842727E-2,5.453176424E-2
2.199752117E1,1.348626800E-3,-5.849072337E-2,4.538644850E-2
2.200754517E1,-1.145345531E-2,-9.022148699E-2,4.301144183E-2
2.201756817E1,-1.307207532E-2,-1.051322222E-1,3.946606070E-2
2.202759117E1,-9.599313140E-3,-1.079210863E-1,4.225705191E-2
2.203761417E1,-6.124407519E-3,-1.014241874E-1,3.949266672E-2
2.204763817E1,-9.897574782E-3,-1.006430835E-1,3.799916431E-2
2.205766117E1,-2.373820357E-2,-1.054728329E-1,3.725600988E-2
2.206768417E1,-2.808528021E-2,-1.122143567E-1,3.693003953E-2
2.207770717E1,-2.949304320E-2,-1.172423363E-1,4.157829657E-2
2.208773117E1,-4.109963030E-2,-1.101114526E-1,4.594188556E-2
2.209775417E1,-6.011332572E-2,-9.465456009E-2,4.279408976E-2
2.210777717E1,-5.911570787E-2,-8.396782726E-2,3.887445107E-2
2.211780017E1,-5.141797662E-2,-7.710982859E-2,4.297622293E-2
2.212782417E1,-3.146184608E-2,-7.864833623E-2,4.893797636E-2
2.213784717E1,-1.511037536E-2,-7.239496708E-2,5.463976786E-2
2.214787017E1,4.904079251E-3,-5.494513735E-2,6.204362214E-2
2.215789317E1,3.508834541E-2,-2.129292861E-2,7.385614514E-2
2.216791717E1,7.819054276E-2,1.355772931E-2,7.937821001E-2
2.217794017E1,1.184994057E-1,2.993049100E-2,6.586638838E-2
2.218796317E1,1.434082240E-1,3.894156218E-2,5.037850514E-2
2.219798617E1,1.577666551E-1,4.485564306E-2,3.746909648E-2
2.220801017E1,1.644746363E-1,5.614904314E-2,4.017034173E-2
2.221803317E1,1.617453545E-1,4.422600195E-2,4.426467419E-2
2.222805617E1,1.409764290E-1,2.025462314E-2,4.162015766E-2
2.223807917E1,1.187331080E-1,-3.910950385E-3,2.773693949E-2
2.224810317E1,1.004182845E-1,-3.944683820E-2,7.187988609E-3
2.225812617E1,8.616971225E-2,-7.402541488E-2,-1.118806470E-2
2.226814917E1,6.287636608E-2,-1.006503627E-1,-1.366107631E-2
2.227817217E1,5.832842737E-2,-1.024977118E-1,-1.071667299E-2
2.228819617E1,6.538499892E-2,-9.407360107E-2,-5.469446536E-3
2.229821917E1,7.863807678E-2,-8.902081102E-2,-7.656434551E-3
2.230824217E1,8.117286861E-2,-9.270555526E-2,-2.027742006E-2
2.231826517E1,7.049980760E-2,-9.230592102E-2,-4.399833083E-2
